brand,brand_top1_positive,brand_top1_neutral,brand_top1_negative,brand_top1_name,brand_top2_positive,brand_top2_neutral,brand_top2_negative,brand_top2_name,brand_top3_positive,brand_top3_neutral,brand_top3_negative,brand_top3_name
Tokopedia,0.897472585950579,0.9319745977719625,0.9108831882476807,"brand, indonesia, the",0.897472585950579,0.9319745977719625,0.9108831882476807,"bn, rinso, rosin",0.897472585950579,0.9319745977719625,0.9108831882476807,"somethinc, gelap, lusi"
Shopee,0.9785788906247992,0.9477196596562862,0.0,"brand, indonesia, the",0.9785788906247992,0.9477196596562862,0.0,"popmart, jastip, seratus",0.9785788906247992,0.9477196596562862,0.0,"hammerifw, fashion, hammer"
Bukalapak,0.9367686118398394,0.9544585461799915,0.9778964966535568,"brand, indonesia, the",0.9367686118398394,0.9544585461799915,0.9778964966535568,"hammerifw, fashion, hammer",0.9367686118398394,0.9544585461799915,0.9778964966535568,"koot, nana, vindy"
Blibli,0.9079525340348482,0.9526932567130518,0.8281678557395935,"brand, indonesia, the",0.9079525340348482,0.9526932567130518,0.8281678557395935,"hammerifw, fashion, hammer",0.9079525340348482,0.9526932567130518,0.8281678557395935,"koot, nana, vindy"
Lazada,0.9288500155721392,0.9111797987369069,0.9650274217128754,"brand, indonesia, the",0.9288500155721392,0.9111797987369069,0.9650274217128754,"lazada, etawaku, hisense",0.9288500155721392,0.9111797987369069,0.9650274217128754,"hammerifw, fashion, hammer"
JD.ID,0.9064070105552673,0.9699422412730277,0.7764740288257599,"brand, indonesia, the",0.9064070105552673,0.9699422412730277,0.7764740288257599,"hammerifw, fashion, hammer",0.9064070105552673,0.9699422412730277,0.7764740288257599,"koot, nana, vindy"
Sociolla,0.9142516318120455,0.9221938773989677,0.9727684855461121,"brand, indonesia, the",0.9142516318120455,0.9221938773989677,0.9727684855461121,"hammerifw, fashion, hammer",0.9142516318120455,0.9221938773989677,0.9727684855461121,"koot, nana, vindy"
Zalora,0.9261446989272252,0.9112000238727516,0.890219260007143,"brand, indonesia, the",0.9261446989272252,0.9112000238727516,0.890219260007143,"dinda, hauw, mbayang",0.9261446989272252,0.9112000238727516,0.890219260007143,"hammerifw, fashion, hammer"
Ralali,0.9878553748130798,0.9915633797645569,0.0,"brand, indonesia, the",0.9878553748130798,0.9915633797645569,0.0,"hammerifw, fashion, hammer",0.9878553748130798,0.9915633797645569,0.0,"koot, nana, vindy"
Orami,0.9212880448291176,0.9314089809145246,0.0,"brand, indonesia, the",0.9212880448291176,0.9314089809145246,0.0,"greenlight, herr, 3secondjourney",0.9212880448291176,0.9314089809145246,0.0,"hammerifw, fashion, hammer"
