instagram_account,bio,post_id,post_caption,comment,comment_likes
zaskiadyamecca,"Indonesian Volunteer, cp INA +62816802069, @chadareeofficial @mamahkejogja @zaskiamecca_id @biabyzaskiamecca @gamplongstudio","zaskiadyamecca_5","Not Palestinian by birth, But wrapped in their struggle by choice 🤝","❤️❤️❤️",0
zaskiadyamecca,"Indonesian Volunteer, cp INA +62816802069, @chadareeofficial @mamahkejogja @zaskiamecca_id @biabyzaskiamecca @gamplongstudio","zaskiadyamecca_5","Not Palestinian by birth, But wrapped in their struggle by choice 🤝","🤍🇵🇸",0
zaskiadyamecca,"Indonesian Volunteer, cp INA +62816802069, @chadareeofficial @mamahkejogja @zaskiamecca_id @biabyzaskiamecca @gamplongstudio","zaskiadyamecca_5","Not Palestinian by birth, But wrapped in their struggle by choice 🤝","mashaa Allah 😍🇵🇸",0
zaskiadyamecca,"Indonesian Volunteer, cp INA +62816802069, @chadareeofficial @mamahkejogja @zaskiamecca_id @biabyzaskiamecca @gamplongstudio","zaskiadyamecca_5","Not Palestinian by birth, But wrapped in their struggle by choice 🤝","Cakeppp biaaa",0
zaskiadyamecca,"Indonesian Volunteer, cp INA +62816802069, @chadareeofficial @mamahkejogja @zaskiamecca_id @biabyzaskiamecca @gamplongstudio","zaskiadyamecca_5","Not Palestinian by birth, But wrapped in their struggle by choice 🤝","Captionnya 🥹🥹♥️♥️♥️🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸",0
zaskiadyamecca,"Indonesian Volunteer, cp INA +62816802069, @chadareeofficial @mamahkejogja @zaskiamecca_id @biabyzaskiamecca @gamplongstudio","zaskiadyamecca_5","Not Palestinian by birth, But wrapped in their struggle by choice 🤝","❤️❤️❤️",0
zaskiadyamecca,"Indonesian Volunteer, cp INA +62816802069, @chadareeofficial @mamahkejogja @zaskiamecca_id @biabyzaskiamecca @gamplongstudio","zaskiadyamecca_5","Not Palestinian by birth, But wrapped in their struggle by choice 🤝","🇲🇨❤️🇵🇸",0
zaskiadyamecca,"Indonesian Volunteer, cp INA +62816802069, @chadareeofficial @mamahkejogja @zaskiamecca_id @biabyzaskiamecca @gamplongstudio","zaskiadyamecca_5","Not Palestinian by birth, But wrapped in their struggle by choice 🤝","❤️❤️❤️❤️",0
zaskiadyamecca,"Indonesian Volunteer, cp INA +62816802069, @chadareeofficial @mamahkejogja @zaskiamecca_id @biabyzaskiamecca @gamplongstudio","zaskiadyamecca_5","Not Palestinian by birth, But wrapped in their struggle by choice 🤝","#freepalestine ❤️🇵🇸",0
zaskiadyamecca,"Indonesian Volunteer, cp INA +62816802069, @chadareeofficial @mamahkejogja @zaskiamecca_id @biabyzaskiamecca @gamplongstudio","zaskiadyamecca_5","Not Palestinian by birth, But wrapped in their struggle by choice 🤝","Bia pingin ketemu bia bisa gk?? Aku lagi di jogja ini, pingin bnget ketemu bia😢 @zaskiadyamecca",0
zaskiadyamecca,"Indonesian Volunteer, cp INA +62816802069, @chadareeofficial @mamahkejogja @zaskiamecca_id @biabyzaskiamecca @gamplongstudio","zaskiadyamecca_5","Not Palestinian by birth, But wrapped in their struggle by choice 🤝","❤️🇵🇸🇵🇸🇵🇸",0
zaskiadyamecca,"Indonesian Volunteer, cp INA +62816802069, @chadareeofficial @mamahkejogja @zaskiamecca_id @biabyzaskiamecca @gamplongstudio","zaskiadyamecca_5","Not Palestinian by birth, But wrapped in their struggle by choice 🤝","❤️❤️❤️❤️",0
zaskiadyamecca,"Indonesian Volunteer, cp INA +62816802069, @chadareeofficial @mamahkejogja @zaskiamecca_id @biabyzaskiamecca @gamplongstudio","zaskiadyamecca_5","Not Palestinian by birth, But wrapped in their struggle by choice 🤝","❤🖤🤍💚",0
zaskiadyamecca,"Indonesian Volunteer, cp INA +62816802069, @chadareeofficial @mamahkejogja @zaskiamecca_id @biabyzaskiamecca @gamplongstudio","zaskiadyamecca_5","Not Palestinian by birth, But wrapped in their struggle by choice 🤝","❤️",0
zaskiadyamecca,"Indonesian Volunteer, cp INA +62816802069, @chadareeofficial @mamahkejogja @zaskiamecca_id @biabyzaskiamecca @gamplongstudio","zaskiadyamecca_5","Not Palestinian by birth, But wrapped in their struggle by choice 🤝","😂😂😂",0
zaskiadyamecca,"Indonesian Volunteer, cp INA +62816802069, @chadareeofficial @mamahkejogja @zaskiamecca_id @biabyzaskiamecca @gamplongstudio","zaskiadyamecca_5","Not Palestinian by birth, But wrapped in their struggle by choice 🤝","Masya Allah tabarokallah",0
zaskiadyamecca,"Indonesian Volunteer, cp INA +62816802069, @chadareeofficial @mamahkejogja @zaskiamecca_id @biabyzaskiamecca @gamplongstudio","zaskiadyamecca_5","Not Palestinian by birth, But wrapped in their struggle by choice 🤝","Kenapa gak pindah aja ke sana Ka",0
zaskiadyamecca,"Indonesian Volunteer, cp INA +62816802069, @chadareeofficial @mamahkejogja @zaskiamecca_id @biabyzaskiamecca @gamplongstudio","zaskiadyamecca_5","Not Palestinian by birth, But wrapped in their struggle by choice 🤝","Sukabumi aja dulu",0
zaskiadyamecca,"Indonesian Volunteer, cp INA +62816802069, @chadareeofficial @mamahkejogja @zaskiamecca_id @biabyzaskiamecca @gamplongstudio","zaskiadyamecca_5","Not Palestinian by birth, But wrapped in their struggle by choice 🤝","❤️❤️❤️",0
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_1","JIWA YANG BERSEDIH ❌ JIWA YANG TERTUKAR ✅","He is happier in the dress 🎀",19234
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_1","JIWA YANG BERSEDIH ❌ JIWA YANG TERTUKAR ✅","goyang nya lebih luwes dari ka dinda mas😭",2128
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_1","JIWA YANG BERSEDIH ❌ JIWA YANG TERTUKAR ✅","I’m sure the dress belong to him 😭",6118
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_1","JIWA YANG BERSEDIH ❌ JIWA YANG TERTUKAR ✅","😢",3
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_1","JIWA YANG BERSEDIH ❌ JIWA YANG TERTUKAR ✅","Girl just give him his dress back 😭",10849
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_1","JIWA YANG BERSEDIH ❌ JIWA YANG TERTUKAR ✅","CAPE BANGET AKU KOMEN LOH TIAP DIA BIKIN REELS NIH 😭😭😭",199
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_1","JIWA YANG BERSEDIH ❌ JIWA YANG TERTUKAR ✅","Mass nya lebih bahagia dng daster itu😢",4001
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_1","JIWA YANG BERSEDIH ❌ JIWA YANG TERTUKAR ✅","ga kebayang reaksi temen, di tongkrongan nanti😭😭",531
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_1","JIWA YANG BERSEDIH ❌ JIWA YANG TERTUKAR ✅","Bro was much happier in that dress 😭😭",795
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_1","JIWA YANG BERSEDIH ❌ JIWA YANG TERTUKAR ✅","😂😂😂😍😍😍",1
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_1","JIWA YANG BERSEDIH ❌ JIWA YANG TERTUKAR ✅","🤣🤣",2
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_1","JIWA YANG BERSEDIH ❌ JIWA YANG TERTUKAR ✅","How do you convince him to do it? 😭😂😂",460
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_1","JIWA YANG BERSEDIH ❌ JIWA YANG TERTUKAR ✅","😂",0
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_1","JIWA YANG BERSEDIH ❌ JIWA YANG TERTUKAR ✅","The dress was made for him it's his dress😭😭😭😭",286
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_1","JIWA YANG BERSEDIH ❌ JIWA YANG TERTUKAR ✅","He’s way tooo comfortable 😭😂",2141
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_1","JIWA YANG BERSEDIH ❌ JIWA YANG TERTUKAR ✅","When two universes joins together 😂",57
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_1","JIWA YANG BERSEDIH ❌ JIWA YANG TERTUKAR ✅","Menjiwai❌ memang jiwanya✅",0
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_1","JIWA YANG BERSEDIH ❌ JIWA YANG TERTUKAR ✅","I was waiting for the dress to rise 🧍🏻‍♂️hahahaha 😂",134
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_1","JIWA YANG BERSEDIH ❌ JIWA YANG TERTUKAR ✅","Dude the dress fits him so well I'm literally serious",703
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_1","JIWA YANG BERSEDIH ❌ JIWA YANG TERTUKAR ✅","The dress is definitely stretchable...😂",413
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_1","JIWA YANG BERSEDIH ❌ JIWA YANG TERTUKAR ✅","His body is so sexy 🤣🤣🤣🤣🤣🔥",57
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_1","JIWA YANG BERSEDIH ❌ JIWA YANG TERTUKAR ✅","He feels Bonitaaaa🎀",1205
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_1","JIWA YANG BERSEDIH ❌ JIWA YANG TERTUKAR ✅","Como es posible que a él le quede mejor ese vestido 👗🤣?",236
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_1","JIWA YANG BERSEDIH ❌ JIWA YANG TERTUKAR ✅","🤣🤣🤣🤣",1
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_1","JIWA YANG BERSEDIH ❌ JIWA YANG TERTUKAR ✅","HES BETTER AT TWERKING",74
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_1","JIWA YANG BERSEDIH ❌ JIWA YANG TERTUKAR ✅","😂😂😂",0
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_1","JIWA YANG BERSEDIH ❌ JIWA YANG TERTUKAR ✅","Let him keep the dressssss",613
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_1","JIWA YANG BERSEDIH ❌ JIWA YANG TERTUKAR ✅","Ele parece tão agradável com a roupa que realmente parece ser dele",567
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_1","JIWA YANG BERSEDIH ❌ JIWA YANG TERTUKAR ✅","Luce más el 👗 el ... el nació para ese vestido 😂",620
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_1","JIWA YANG BERSEDIH ❌ JIWA YANG TERTUKAR ✅","Se le ve mejor el vestido",1296
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_1","JIWA YANG BERSEDIH ❌ JIWA YANG TERTUKAR ✅","Ele sem vestido: 😐 ele com vestido: 😃",166
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_1","JIWA YANG BERSEDIH ❌ JIWA YANG TERTUKAR ✅","Not gonna lie, he's for real wearing that dress better than she is.",9
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_1","JIWA YANG BERSEDIH ❌ JIWA YANG TERTUKAR ✅","They were happy when they exchanged their dresses🦋",0
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_1","JIWA YANG BERSEDIH ❌ JIWA YANG TERTUKAR ✅","O vestido ameaçando de mostras as proibições",2
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_1","JIWA YANG BERSEDIH ❌ JIWA YANG TERTUKAR ✅","الفستان لايك على الرجال اكثر😂",91
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_1","JIWA YANG BERSEDIH ❌ JIWA YANG TERTUKAR ✅","jiwa yang tertukar ❌ emng jiwa nya✅",2
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_1","JIWA YANG BERSEDIH ❌ JIWA YANG TERTUKAR ✅","Ngl that dress looks better on him",0
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_1","JIWA YANG BERSEDIH ❌ JIWA YANG TERTUKAR ✅","😂😂 premio doble ✅",0
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_1","JIWA YANG BERSEDIH ❌ JIWA YANG TERTUKAR ✅","Bro in 👕👖:😀 bro in👗:🥰🎀",2
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_1","JIWA YANG BERSEDIH ❌ JIWA YANG TERTUKAR ✅","Everyone ignored the girl 😂",2
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_2","pesona mba mba pentol kalimantan🤪 #pentolplatkt","info warung nya di mn😍",2
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_2","pesona mba mba pentol kalimantan🤪 #pentolplatkt","Kalimantan mana kak😍😍",5
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_2","pesona mba mba pentol kalimantan🤪 #pentolplatkt","Song apa ini",7
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_2","pesona mba mba pentol kalimantan🤪 #pentolplatkt","Kok gk oanas udele kenek keluk e dandang iku😂",2
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_2","pesona mba mba pentol kalimantan🤪 #pentolplatkt","😍",1
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_2","pesona mba mba pentol kalimantan🤪 #pentolplatkt","Aku juga timur kk 😊, tpi di berau",3
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_2","pesona mba mba pentol kalimantan🤪 #pentolplatkt","😍😍😍",1
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_2","pesona mba mba pentol kalimantan🤪 #pentolplatkt","😍😍😍",1
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_2","pesona mba mba pentol kalimantan🤪 #pentolplatkt","Seandainya di kota saya pasti tiap hari beli 😂😂😂",2
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_2","pesona mba mba pentol kalimantan🤪 #pentolplatkt","di mna bjual pintol ...hndk hndk singgah mnukar pintol jua😂😂",1
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_2","pesona mba mba pentol kalimantan🤪 #pentolplatkt","Jualan pentol atau apa mbak",13
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_2","pesona mba mba pentol kalimantan🤪 #pentolplatkt","pembeli jd penjual, ngonten aja tuh😂",1
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_2","pesona mba mba pentol kalimantan🤪 #pentolplatkt","@martin2203.mm ini yg kam cari pentolnya bro",1
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_2","pesona mba mba pentol kalimantan🤪 #pentolplatkt","@rifqi_20.7 pasntes tukune suwe temen",1
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_2","pesona mba mba pentol kalimantan🤪 #pentolplatkt","@pang_eran_ mau nitip apa berangkat bareng bang😂",1
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_2","pesona mba mba pentol kalimantan🤪 #pentolplatkt","Emang cukup untung jualan pentol untuk perawatan mukanya ka?",1
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_2","pesona mba mba pentol kalimantan🤪 #pentolplatkt","AQ masih tetap sama mbak2 Jawa aja 😂",1
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_2","pesona mba mba pentol kalimantan🤪 #pentolplatkt","Nyamannya pang",2
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_2","pesona mba mba pentol kalimantan🤪 #pentolplatkt","Baru tau klo pentol ada varian manisnya🔥",1
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_2","pesona mba mba pentol kalimantan🤪 #pentolplatkt","Dasar bungas memang🔥🔥🔥",1
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_2","pesona mba mba pentol kalimantan🤪 #pentolplatkt","Kayaknya dekat tempatmu bro @ahmadzey",1
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_2","pesona mba mba pentol kalimantan🤪 #pentolplatkt","Dia cuma ngonten ya gaes",1
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_2","pesona mba mba pentol kalimantan🤪 #pentolplatkt","😍",1
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_2","pesona mba mba pentol kalimantan🤪 #pentolplatkt","Sherlock bolo",1
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_2","pesona mba mba pentol kalimantan🤪 #pentolplatkt","penjual pentolnya Cantik Banget seperti boneka Barbie ✌️👍👍👍🌹",1
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_2","pesona mba mba pentol kalimantan🤪 #pentolplatkt","🙌🙌🙌",1
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_2","pesona mba mba pentol kalimantan🤪 #pentolplatkt","Bang suhen liat ini @andresuhen08",1
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_2","pesona mba mba pentol kalimantan🤪 #pentolplatkt","se jam piro",1
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_2","pesona mba mba pentol kalimantan🤪 #pentolplatkt","@hndy.skyzhy yuh",1
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_2","pesona mba mba pentol kalimantan🤪 #pentolplatkt","Yang penting dia cakep",1
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_2","pesona mba mba pentol kalimantan🤪 #pentolplatkt","😍😍",1
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_2","pesona mba mba pentol kalimantan🤪 #pentolplatkt","🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻💖💖💖💖💖💖💖🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻💖💖💖💖💖💖💖💖💖💖💖💖",1
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_2","pesona mba mba pentol kalimantan🤪 #pentolplatkt","😍😍 mantheb",1
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_2","pesona mba mba pentol kalimantan🤪 #pentolplatkt","@_mhmdzky7",1
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_2","pesona mba mba pentol kalimantan🤪 #pentolplatkt","@aakbar2_ @aakbarjo @ramahp03",1
dinda_ans,"DINDA ANNISA, Tokoh publik, 📍JKT-BSD-SMD, Pp/Endorse @prabmanagement, Kerjasama/campaign dm @adminabadi, BA @crash.indonesia","dinda_ans_2","pesona mba mba pentol kalimantan🤪 #pentolplatkt","Lokasi",2
